night,speaker,text,neg,neu,pos,compound
second,LEMON, Senator Booker your response?,0,1,0,0
second,BOOKER, My response is exactly that.  I've read the report.  I've read the redacted versions of the report.  We have something that is astonishing going on in the United States of the America.  We have a president that is not acting like the leader of the free world.  He's acting like an authoritarian against the actual Constitution that he swore an oath to uphold.  ,0.062,0.849,0.089,0.4367
second,BOOKER,And so this is a difference with a lot of us on this debate stage.  I believe that we in the United States Congress should start impeachment proceedings immediately.  And I'll tell you this,0,0.915,0.085,0.4215
second,BOOKER,Debbie Stabenow now has joined my call for starting impeachment proceedings because he is now stonewalling Congress not allowing  subjecting himself to the checks and balances.  We swore an oath to uphold the Constitution.  The politics of this be dammed.  When we look back in history at what happened when a president of the United States started acting more like an authoritarian leader than the leader of the free world the question is is what will we have done?  And I believe the Congress should do its job.,0,0.903,0.097,0.8357
second,LEMON, Senator Booker thank you very much.  Secretary Castro what's your response?  ,0,0.8,0.2,0.3612
second,CASTRO, Well I agree.  I was the first of the candidates to call on Congress to begin impeachment proceedings.  There are 10 different incidents that Robert Mueller has pointed out where this president either obstructed justice or attempted to obstruct justice.  And I believe that they should go forward with impeachment proceedings.  ,0,0.794,0.206,0.886
second,CASTRO,As to the question of what my Department of Justice would do I agree with those who say that a president should not direct an attorney general specifically to prosecute or not prosecute.  However I believe that the evidence is plain and clear and that if it gets that far that you're likely to see a prosecution of Donald Trump.,0.128,0.745,0.127,-0.0258
second,LEMON, Thank you Secretary.,0,0.444,0.556,0.3612
second,LEMON,Mayor de Blasio I'm going to bring you in.  What's your response?,0,1,0,0
second,DE BLASIO, I think it's obvious at this point in our history that the president has committed the crimes worthy of impeachment.  But I want to caution my fellow Democrats.  While we move in every way we can for impeachment we have to remember at the same time the American people are out there looking for us to do something for them in their lives.  And what they see when they turn on the TV or go online is just talk about impeachment.  ,0,0.923,0.077,0.6486
second,DE BLASIO,We need more talk about working people and their lives.  For example are we really ready  and I ask people on this stage this question  are we ready to make sure that the wealthy pay their fair share in taxes?  That's something every American wants to know about.  That's something they want answers to right now.,0.022,0.728,0.251,0.915
second,DE BLASIO,So yeah move for impeachment but don't forget to do the people's business and to stand up for working people because that's how we're actually going to beat Donald Trump.  The best impeachment is beating him in the election of 2020.,0.079,0.732,0.189,0.6752
second,LEMON, Mayor thank you very much.  ,0,0.615,0.385,0.3612
second,LEMON,Senator Bennet how do you respond to this conversation?,0,1,0,0
second,BENNET, I think look as we go forward here we need to recognize a very practical reality which is that we are four months  we've got the August recess.  Then we are four months away from the Iowa Caucuses.  And I just want to make sure whatever we do doesn't end up with an acquittal by Mitch McConnell in the Senate which it surely would.  And then President Trump would be running saying that he had been acquitted by the United States Congress. ,0,0.868,0.132,0.8519
second,BENNET,I believe we have a moral obligation to beat Donald Trump.,0,1,0,0
second,BENNET,He has to be a single-term president.  And we can't do anything that plays into our  his hands.  We were talking earlier about  about climate up here.  It's so important.  Donald Trump should be the last climate denier that's ever in the White House.,0.053,0.853,0.093,0.2183
second,LEMON, Senator Bennet thank you very much.  Secretary Castro please respond. ,0,0.625,0.375,0.5859
second,BENNET, But we need to be smart about how we're running or we're going to give him a second term.  We can't do it.,0,0.886,0.114,0.4019
second,LEMON, Secretary please your turn.,0,0.566,0.434,0.3182
second,CASTRO, Well let me first say that I really do believe that we can walk and chew gum at the same time.  All of us have a vision for the future of the country that we're articulating to the American people.  We're going to continue to do that.  We have an election coming up. ,0,0.923,0.077,0.4767
second,CASTRO,At the same time Senator you know I think that too many folks in the Senate and in the Congress have been spooked by 1998.  I believe that the times are different.  And in fact I think that folks are making a mistake by not pursuing impeachment.  The Mueller Report clearly details that he deserves it.,0.044,0.907,0.049,0.0772
second,CASTRO,"And what's going to happen in the fall of next year of 2020 if they don't impeach him is he's going to say ""You see?  You see?  The Democrats didn't go after me on impeachment and you know why?  Because I didn't do anything wrong.""",0,1,0,0
second,CASTRO,"These folks that always investigate me they're always trying to go after me.  When it came down to it they didn't go after me there because I didn't do anything wrong.""",0,1,0,0
second,CASTRO,Conversely if Mitch McConnell is the one that lets him off the hook we're going to be able to say,0,1,0,0
second,LEMON, Secretary,0,1,0,0
second,CASTRO," ""Well sure they impeached him in the House but his friend Mitch McConnell Moscow Mitch let him off the hook.""",0,0.694,0.306,0.7579
second,LEMON, Senator Bennet please respond. ,0,0.566,0.434,0.3182
second,BENNET, I  I don't disagree with that.  You just said it better than I did.  We have to walk and chew gum at the same time.  It is incredibly unusual for members of Congress to be able to do that.  And I'm glad that Secretary Castro has the ambition,0,0.839,0.161,0.7955
second,CASTRO, Well my brother can.  He's here tonight.,0,0.741,0.259,0.2732
second,BENNET, Ah that's what I was going to say.  It's your brother that's given you that good feeling about the Congress.  ,0,0.794,0.206,0.5267
second,BENNET,That's what we should do.,0,1,0,0
